interp_r,interp_d,interp_mp1,interp_mp2
11850,8.585106,13.20817,19.3878
11860,8.591109,13.21208,19.39046
11870,8.597114,13.21599,19.39312
11880,8.603119,13.2199,19.39579
11890,8.609125,13.22382,19.39846
11900,8.615132,13.22773,19.40113
11910,8.62114,13.23165,19.4038
11920,8.627149,13.23557,19.40648
11930,8.633158,13.2395,19.40915
11940,8.639168,13.24342,19.41183
11950,8.64518,13.24735,19.41451
11960,8.651192,13.25128,19.41719
11970,8.657205,13.25521,19.41987
11980,8.663218,13.25914,19.42256
11990,8.669232,13.26308,19.42525
12000,8.675248,13.26702,19.42794
12010,8.681264,13.27096,19.43063
12020,8.687282,13.2749,19.43332
12030,8.693298,13.27884,19.43602
12040,8.699317,13.28279,19.43871
12050,8.705337,13.28674,19.44141
12060,8.711357,13.29069,19.44411
12070,8.717378,13.29464,19.44681
12080,8.7234,13.29859,19.44952
12090,8.729423,13.30255,19.45222
12100,8.735446,13.30651,19.45493
12110,8.74147,13.31047,19.45764
12120,8.747496,13.31443,19.46035
12130,8.753522,13.3184,19.46306
12140,8.759548,13.32236,19.46578
12150,8.765576,13.32633,19.46849
12160,8.771605,13.3303,19.47121
12170,8.777634,13.33428,19.47393
12180,8.783664,13.33825,19.47666
12190,8.789694,13.34223,19.47938
12200,8.795726,13.34621,19.48211
12210,8.801758,13.35019,19.48483
12220,8.807791,13.35417,19.48757
12230,8.813825,13.35816,19.4903
12240,8.81986,13.36215,19.49303
12250,8.825895,13.36614,19.49577
12260,8.831931,13.37013,19.4985
12270,8.837969,13.37412,19.50124
12280,8.844006,13.37812,19.50398
12290,8.850044,13.38212,19.50673
12300,8.856084,13.38612,19.50947
12310,8.862124,13.39012,19.51222
12320,8.868165,13.39412,19.51497
12330,8.874207,13.39813,19.51772
12340,8.880249,13.40214,19.52047
12350,8.886292,13.40615,19.52322
12360,8.892337,13.41016,19.52598
12370,8.898381,13.41418,19.52874
12380,8.904427,13.41819,19.53149
12390,8.910473,13.42221,19.53426
12400,8.91652,13.42623,19.53702
12410,8.922568,13.43025,19.53979
12420,8.928617,13.43428,19.54255
12430,8.934666,13.43831,19.54532
12440,8.940716,13.44234,19.54809
12450,8.946767,13.44637,19.55086
12460,8.952818,13.4504,19.55364
12470,8.958871,13.45443,19.55641
12480,8.964924,13.45847,19.55919
12490,8.970978,13.46251,19.56197
12500,8.977032,13.46655,19.56475
12510,8.983088,13.47059,19.56754
12520,8.989144,13.47464,19.57032
12530,8.9952,13.47869,19.57311
12540,9.001258,13.48273,19.5759
12550,9.007316,13.48678,19.57869
12560,9.013375,13.49084,19.58148
12570,9.019435,13.49489,19.58427
12580,9.025496,13.49895,19.58707
12590,9.031556,13.50301,19.58987
12600,9.037619,13.50707,19.59267
12610,9.043681,13.51114,19.59547
12620,9.049745,13.5152,19.59827
12630,9.055809,13.51927,19.60108
12640,9.061873,13.52333,19.60388
12650,9.067939,13.52741,19.60669
12660,9.074005,13.53148,19.6095
12670,9.080072,13.53555,19.61232
12680,9.08614,13.53963,19.61513
12690,9.092209,13.54371,19.61795
12700,9.098278,13.54779,19.62077
12710,9.104348,13.55187,19.62358
12720,9.110418,13.55596,19.62641
12730,9.116489,13.56005,19.62923
12740,9.122561,13.56414,19.63206
12750,9.128634,13.56823,19.63488
12760,9.134708,13.57232,19.63771
12770,9.140782,13.57641,19.64054
12780,9.146857,13.58051,19.64338
12790,9.152933,13.58461,19.64621
12800,9.159009,13.58871,19.64905
12810,9.165086,13.59281,19.65188
12820,9.171164,13.59692,19.65472
12830,9.177242,13.60102,19.65757
12840,9.183321,13.60513,19.66041
12850,9.189401,13.60924,19.66325
12860,9.195481,13.61336,19.6661
12870,9.201563,13.61747,19.66895
12880,9.207644,13.62159,19.6718
12890,9.213727,13.62571,19.67465
12900,9.21981,13.62983,19.6775
12910,9.225894,13.63395,19.68036
12920,9.231978,13.63807,19.68322
12930,9.238064,13.6422,19.68608
12940,9.244149,13.64633,19.68894
12950,9.250236,13.65046,19.6918
12960,9.256323,13.65459,19.69467
12970,9.262411,13.65872,19.69753
12980,9.268499,13.66286,19.7004
12990,9.27459,13.667,19.70327
13000,9.280679,13.67114,19.70614
