interp_r,interp_d,interp_mp1,interp_mp2
6690,5.414537,10.20336,15.92728
6700,5.42005,10.20629,15.92916
6710,5.425564,10.20922,15.93104
6720,5.431081,10.21215,15.93292
6730,5.436601,10.21509,15.93481
6740,5.442123,10.21803,15.93669
6750,5.447649,10.22098,15.93858
6760,5.453176,10.22393,15.94047
6770,5.458706,10.22688,15.94237
6780,5.464239,10.22984,15.94427
6790,5.469774,10.2328,15.94617
6800,5.475312,10.23576,15.94807
6810,5.480852,10.23873,15.94997
6820,5.486395,10.2417,15.95188
6830,5.49194,10.24467,15.95379
6840,5.497488,10.24765,15.9557
6850,5.503038,10.25063,15.95762
6860,5.508591,10.25361,15.95954
6870,5.514146,10.2566,15.96146
6880,5.519704,10.25959,15.96338
6890,5.525265,10.26259,15.96531
6900,5.530827,10.26558,15.96723
6910,5.536392,10.26859,15.96916
6920,5.54196,10.27159,15.97109
6930,5.54753,10.2746,15.97302
6940,5.553102,10.27761,15.97496
6950,5.558677,10.28063,15.9769
6960,5.564254,10.28365,15.97884
6970,5.569834,10.28667,15.98078
6980,5.575416,10.28969,15.98273
6990,5.581001,10.29272,15.98468
7000,5.586588,10.29576,15.98664
7010,5.592177,10.29879,15.98859
7020,5.597769,10.30183,15.99055
7030,5.603363,10.30487,15.99251
7040,5.608959,10.30792,15.99448
7050,5.614558,10.31097,15.99644
7060,5.620159,10.31402,15.99841
7070,5.625762,10.31708,16.00039
7080,5.631368,10.32014,16.00236
7090,5.636976,10.3232,16.00434
7100,5.642587,10.32627,16.00631
7110,5.6482,10.32934,16.00829
7120,5.653815,10.33242,16.01027
7130,5.659431,10.33549,16.01226
7140,5.665051,10.33857,16.01425
7150,5.670673,10.34166,16.01624
7160,5.676297,10.34474,16.01823
7170,5.681924,10.34783,16.02023
7180,5.687552,10.35093,16.02223
7190,5.693183,10.35403,16.02423
7200,5.698817,10.35713,16.02623
7210,5.704452,10.36023,16.02824
7220,5.71009,10.36334,16.03025
7230,5.71573,10.36645,16.03226
7240,5.721371,10.36956,16.03427
7250,5.727016,10.37268,16.03629
7260,5.732663,10.3758,16.03831
7270,5.738311,10.37893,16.04033
7280,5.743962,10.38206,16.04235
7290,5.749616,10.38519,16.04438
7300,5.755271,10.38832,16.04641
7310,5.760928,10.39146,16.04844
7320,5.766588,10.3946,16.05049
7330,5.77225,10.39775,16.05253
7340,5.777914,10.40089,16.05457
7350,5.78358,10.40404,16.05661
7360,5.789248,10.4072,16.05866
7370,5.794919,10.41036,16.0607
7380,5.800591,10.41352,16.06274
7390,5.806266,10.41668,16.06479
7400,5.811943,10.41985,16.06684
7410,5.817621,10.42302,16.0689
7420,5.823302,10.4262,16.07096
7430,5.828985,10.42937,16.07303
7440,5.834671,10.43256,16.0751
7450,5.840358,10.43574,16.07717
7460,5.846047,10.43893,16.07924
7470,5.851738,10.44212,16.0813
7480,5.857432,10.44531,16.08337
7490,5.863127,10.44851,16.08545
7500,5.868825,10.45171,16.08753
7510,5.874525,10.45492,16.08961
7520,5.880227,10.45812,16.09169
7530,5.88593,10.46133,16.09378
7540,5.891636,10.46455,16.09588
7550,5.897344,10.46776,16.09797
7560,5.903054,10.47099,16.10006
7570,5.908765,10.47421,16.10216
7580,5.914479,10.47744,16.10426
7590,5.920195,10.48067,16.10636
7600,5.925913,10.4839,16.10846
7610,5.931633,10.48714,16.11057
7620,5.937355,10.49038,16.11268
7630,5.943079,10.49362,16.11479
7640,5.948804,10.49687,16.11691
7650,5.954532,10.50012,16.11902
7660,5.960262,10.50337,16.12114
7670,5.965994,10.50663,16.12327
7680,5.971727,10.50989,16.12539
7690,5.977463,10.51315,16.12751
7700,5.9832,10.51642,16.12964
7710,5.98894,10.51969,16.13177
7720,5.994681,10.52296,16.13391
7730,6.000424,10.52623,16.13604
7740,6.006168,10.52951,16.13818
7750,6.011916,10.53279,16.14032
7760,6.017665,10.53608,16.14247
7770,6.023416,10.53937,16.14462
7780,6.029169,10.54266,16.14677
7790,6.034923,10.54596,16.14892
7800,6.04068,10.54925,16.15107
7810,6.046439,10.55256,16.15323
7820,6.052199,10.55586,16.15539
7830,6.057961,10.55917,16.15755
7840,6.063726,10.56248,16.15971
7850,6.069492,10.56579,16.16188
7860,6.07526,10.56911,16.16405
7870,6.081028,10.57243,16.16622
7880,6.0868,10.57576,16.16839
7890,6.092573,10.57908,16.17057
7900,6.098348,10.58241,16.17275
7910,6.104126,10.58575,16.17493
7920,6.109905,10.58908,16.17711
7930,6.115685,10.59242,16.1793
7940,6.121467,10.59576,16.18149
7950,6.127251,10.59911,16.18368
7960,6.133038,10.60246,16.18587
7970,6.138826,10.60581,16.18807
7980,6.144616,10.60917,16.19028
7990,6.150406,10.61252,16.19248
8000,6.156199,10.61589,16.19468
8010,6.161994,10.61925,16.19689
8020,6.167791,10.62262,16.1991
8030,6.17359,10.62599,16.20131
8040,6.179389,10.62936,16.20352
8050,6.185192,10.63274,16.20573
8060,6.190996,10.63612,16.20795
8070,6.196801,10.63951,16.21017
8080,6.202608,10.64289,16.21239
8090,6.208417,10.64628,16.21461
8100,6.214227,10.64968,16.21684
8110,6.22004,10.65307,16.21908
8120,6.225855,10.65647,16.22132
8130,6.23167,10.65987,16.22355
8140,6.237487,10.66328,16.2258
8150,6.243307,10.66669,16.22804
8160,6.249127,10.6701,16.23028
8170,6.254951,10.67351,16.23253
8180,6.260774,10.67693,16.23477
8190,6.266601,10.68035,16.23702
8200,6.272428,10.68377,16.23927
8210,6.278257,10.6872,16.24152
8220,6.28409,10.69063,16.24378
8230,6.289921,10.69406,16.24604
8240,6.295756,10.6975,16.2483
8250,6.301591,10.70094,16.25056
8260,6.30743,10.70438,16.25283
8270,6.313268,10.70783,16.2551
8280,6.31911,10.71127,16.25737
8290,6.324952,10.71473,16.25965
8300,6.330796,10.71818,16.26192
8310,6.336642,10.72164,16.2642
8320,6.34249,10.7251,16.26648
8330,6.348339,10.72856,16.26877
8340,6.354189,10.73203,16.27105
8350,6.360042,10.7355,16.27334
8360,6.365896,10.73897,16.27563
8370,6.371751,10.74245,16.27793
8380,6.377608,10.74593,16.28022
8390,6.383467,10.74941,16.28252
8400,6.389328,10.75289,16.28482
8410,6.395189,10.75638,16.28712
8420,6.401053,10.75987,16.28943
8430,6.406918,10.76336,16.29174
8440,6.412785,10.76686,16.29405
8450,6.418653,10.77036,16.29636
8460,6.424522,10.77386,16.29868
8470,6.430394,10.77737,16.30099
8480,6.436267,10.78088,16.30331
8490,6.442141,10.78439,16.30564
8500,6.448017,10.78791,16.30796
8510,6.453895,10.79142,16.31029
8520,6.459774,10.79494,16.31262
8530,6.465654,10.79847,16.31496
8540,6.471536,10.802,16.3173
8550,6.47742,10.80552,16.31963
8560,6.483305,10.80906,16.32197
8570,6.489192,10.81259,16.32431
8580,6.49508,10.81613,16.32666
8590,6.500969,10.81967,16.329
8600,6.506861,10.82322,16.33135
8610,6.512753,10.82677,16.3337
8620,6.518648,10.83032,16.33606
8630,6.524543,10.83387,16.33842
8640,6.53044,10.83743,16.34077
8650,6.536339,10.84099,16.34314
8660,6.542239,10.84455,16.3455
8670,6.548141,10.84811,16.34787
8680,6.554044,10.85168,16.35023
8690,6.559948,10.85525,16.35261
8700,6.565855,10.85883,16.35498
8710,6.571762,10.8624,16.35736
8720,6.577671,10.86598,16.35973
8730,6.583581,10.86957,16.36211
8740,6.589493,10.87315,16.36449
8750,6.595407,10.87674,16.36688
8760,6.601321,10.88033,16.36926
8770,6.607237,10.88393,16.37165
8780,6.613154,10.88753,16.37404
8790,6.619073,10.89113,16.37643
8800,6.624994,10.89473,16.37883
8810,6.630916,10.89834,16.38123
8820,6.636839,10.90194,16.38363
8830,6.642764,10.90556,16.38603
8840,6.64869,10.90917,16.38844
8850,6.654617,10.91279,16.39085
8860,6.660546,10.91641,16.39326
8870,6.666476,10.92003,16.39567
8880,6.672408,10.92366,16.39809
8890,6.678341,10.92729,16.40051
8900,6.684275,10.93092,16.40293
8910,6.690211,10.93456,16.40535
8920,6.696148,10.9382,16.40778
8930,6.702086,10.94184,16.4102
8940,6.708026,10.94548,16.41263
8950,6.713968,10.94913,16.41507
8960,6.71991,10.95277,16.4175
8970,6.725854,10.95643,16.41994
8980,6.7318,10.96008,16.42238
8990,6.737746,10.96374,16.42482
9000,6.743694,10.9674,16.42726
9010,6.749644,10.97106,16.42971
9020,6.755595,10.97473,16.43216
9030,6.761547,10.9784,16.43461
9040,6.7675,10.98207,16.43706
9050,6.773455,10.98575,16.43952
9060,6.779411,10.98943,16.44198
9070,6.785368,10.99311,16.44444
9080,6.791327,10.99679,16.4469
9090,6.797287,11.00048,16.44937
9100,6.803248,11.00416,16.45184
9110,6.809211,11.00786,16.45431
9120,6.815175,11.01155,16.45679
9130,6.82114,11.01525,16.45926
9140,6.827106,11.01895,16.46174
9150,6.833075,11.02265,16.46422
9160,6.839044,11.02636,16.4667
9170,6.845014,11.03007,16.46918
9180,6.850986,11.03378,16.47166
9190,6.856959,11.03749,16.47415
9200,6.862933,11.04121,16.47664
9210,6.868908,11.04493,16.47913
9220,6.874885,11.04865,16.48163
9230,6.880863,11.05238,16.48413
9240,6.886843,11.05611,16.48663
9250,6.892823,11.05984,16.48913
9260,6.898805,11.06357,16.49164
9270,6.904788,11.06731,16.49414
